TARGET	DOMAIN	STATUS	SCORE	MATCHED_SEED	MATCHED_REDIRECT_HOST	IP	SCHEME	HTTP_STATUS	REDIRECT_HOST	TITLE_SIMILARITY	CONTENT_SIMILARITY	SSL_ISSUER	SERVER_BANNER	NOTE
Adobe	afrobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	103.224.182.243	https	502	ww38.afrobat.com	0.00	0.27	Unknown	nginx	server banner unavailable; redirects to ww38.afrobat.com
Adobe	xn--adob-yva.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	83.243.59.82	https	200	www.netbeat.de	0.36	0.27	Unknown	Apache/2.4.38 (Debian)	server banner unavailable; redirects to www.netbeat.de
Microsoft	microsofttonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	109.199.114.172	https	404	microsofttonline.com	0.00	0.27	Unknown	nginx	page title unavailable
Adobe	addobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	103.224.182.249	https	200	addobe.com	0.00	0.26	Unknown	Apache	server banner unavailable; page title unavailable
Adobe	adobee.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	103.224.182.249	https	200	yfdabv11.com	0.00	0.26	Unknown	nginx/1.28.0	server banner unavailable; redirects to yfdabv11.com; page title unavailable
Adobe	adore.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	165.227.72.14	https	200	adore.com	0.09	0.26	Unknown	Apache	server banner unavailable
Adobe	sadobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	103.224.182.251	https	200	ww17.sadobe.com	0.00	0.26	Unknown	nginx/1.28.0	server banner unavailable; redirects to ww17.sadobe.com; page title unavailable
Microsoft	lhve.com	LOW_MATCH	1	outlook.com	outlook.live.com	148.135.17.10	https	403	namestar.com	0.26	0.26	Unknown	cloudflare	redirects to namestar.com
Microsoft	libve.com	LOW_MATCH	1	outlook.com	outlook.live.com	52.20.84.62	https	403	www.atom.com	0.26	0.26	Unknown	cloudflare	redirects to www.atom.com
Microsoft	livs.com	LOW_MATCH	1	outlook.com	outlook.live.com	52.20.84.62	https	403	domains.atom.com	0.26	0.26	Unknown	cloudflare	redirects to domains.atom.com
Microsoft	ljive.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.21.54.143,172.67.139.2,2606:4700:3033::6815:368f,2606:4700:3031::ac43:8b02	https	403	ljive.com	0.26	0.26	Unknown	cloudflare	
Microsoft	ljve.com	LOW_MATCH	1	outlook.com	outlook.live.com	148.135.17.10	https	403	namestar.com	0.26	0.26	Unknown	cloudflare	redirects to namestar.com
Microsoft	loive.com	LOW_MATCH	1	outlook.com	outlook.live.com	64.190.63.222	https	403	sedo.com	0.26	0.26	Unknown	cloudflare	redirects to sedo.com
Microsoft	lve.com	LOW_MATCH	1	outlook.com	outlook.live.com	91.195.241.232	https	403	sedo.com	0.26	0.26	Unknown	cloudflare	redirects to sedo.com
Microsoft	lvie.com	LOW_MATCH	1	outlook.com	outlook.live.com	64.190.63.222	https	403	sedo.com	0.26	0.26	Unknown	cloudflare	redirects to sedo.com
Microsoft	microroftonline.com	LOW_MATCH	1	outlook.com	outlook.live.com	20.105.232.51	https	200	microroftonline.com	0.00	0.26	Unknown	gunicorn	page title unavailable
Microsoft	microsoftonline5.com	LOW_MATCH	1	outlook.com	outlook.live.com	104.21.54.241,172.67.169.133,2606:4700:3033::6815:36f1,2606:4700:3034::ac43:a985	https	403	microsoftonline5.com	0.26	0.26	Unknown	cloudflare	
Microsoft	microsoftq.com	LOW_MATCH	1	outlook.com	outlook.live.com	52.20.84.62	https	403	domains.atom.com	0.26	0.26	Unknown	cloudflare	redirects to domains.atom.com
Microsoft	micvrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	148.135.17.10	https	403	namestar.com	0.26	0.26	Unknown	cloudflare	redirects to namestar.com
Microsoft	officeh.com	LOW_MATCH	1	outlook.com	outlook.live.com	52.20.84.62	https	403	domains.atom.com	0.26	0.26	Unknown	cloudflare	redirects to domains.atom.com
Microsoft	officel.com	LOW_MATCH	1	outlook.com	outlook.live.com	91.195.241.232	https	403	sedo.com	0.26	0.26	Unknown	cloudflare	redirects to sedo.com
Microsoft	onfice.com	LOW_MATCH	1	outlook.com	outlook.live.com	172.67.197.233,104.21.34.44,2606:4700:3034::6815:222c,2606:4700:3037::ac43:c5e9	https	403	onfice.com	0.26	0.26	Unknown	cloudflare	
Microsoft	outlookz.com	LOW_MATCH	1	outlook.com	outlook.live.com	52.20.84.62	https	403	www.atom.com	0.26	0.26	Unknown	cloudflare	redirects to www.atom.com
Adobe	dobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	104.21.85.123,172.67.205.181,2606:4700:3032::ac43:cdb5,2606:4700:3031::6815:557b	https	200	dobe.com	0.24	0.25	Unknown	cloudflare	server banner unavailable
Coinbase	coinbasec.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	170.249.216.226	https	200	coinbasec.com	0.00	0.25	Unknown	LiteSpeed	page title unavailable
Adobe	acronat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	199.34.228.155	https	200	www.acronat.com	0.38	0.24	Unknown	cloudflare	server banner unavailable; redirects to www.acronat.com
Jira	ijira.com	LOW_MATCH	1	jira.com	www.atlassian.com	52.20.84.62	https	403	www.atom.com	0.24	0.24	Unknown	cloudflare	redirects to www.atom.com
Jira	jhra.com	LOW_MATCH	1	jira.com	www.atlassian.com	52.20.84.62	https	403	www.atom.com	0.24	0.24	Unknown	cloudflare	redirects to www.atom.com
Jira	jifa.com	LOW_MATCH	1	jira.com	www.atlassian.com	64.190.63.222	https	200	jifa.com	0.24	0.24	Unknown	Parking/1.0	
Jira	jikra.com	LOW_MATCH	1	jira.com	www.atlassian.com	52.20.84.62	https	403	www.atom.com	0.24	0.24	Unknown	cloudflare	redirects to www.atom.com
Jira	jiora.com	LOW_MATCH	1	jira.com	www.atlassian.com	52.20.84.62	https	403	www.atom.com	0.24	0.24	Unknown	cloudflare	redirects to www.atom.com
Jira	jirah.com	LOW_MATCH	1	jira.com	www.atlassian.com	91.195.241.232	https	403	sedo.com	0.24	0.24	Unknown	cloudflare	redirects to sedo.com
Jira	jirao.com	LOW_MATCH	1	jira.com	www.atlassian.com	91.195.241.232	https	403	sedo.com	0.24	0.24	Unknown	cloudflare	redirects to sedo.com
Jira	jiray.com	LOW_MATCH	1	jira.com	www.atlassian.com	52.20.84.62	https	403	domains.atom.com	0.24	0.24	Unknown	cloudflare	redirects to domains.atom.com
Jira	jora.com	LOW_MATCH	1	jira.com	www.atlassian.com	104.17.210.69,104.17.211.69,2606:4700::6811:d245,2606:4700::6811:d345	https	403	jora.com	0.24	0.24	Unknown	cloudflare	
Microsoft	out100k.com	LOW_MATCH	1	outlook.com	outlook.live.com	172.67.176.184,104.21.35.148,2606:4700:3037::ac43:b0b8,2606:4700:3032::6815:2394	https	200	out100k.com	0.24	0.24	Unknown	cloudflare	
Shopify	chopify.com	LOW_MATCH	1	shopify.com	www.shopify.com	5.255.118.46	https	403	chopify.com	0.13	0.24	Unknown	nginx	
Zendesk	zeldesk.com	LOW_MATCH	1	zendesk.com	www.zendesk.com	68.178.149.82	https	200	zeldesk.com	0.20	0.24	Unknown	Apache	
Microsoft	offyce.com	LOW_MATCH	1	outlook.com	outlook.live.com	3.233.30.191	https	200	offyce.com	0.23	0.23	Unknown	Hidden	server banner unavailable
Adobe	ac.robat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	45.56.79.23,198.58.118.167,45.33.23.183,96.126.123.244,45.79.19.196,45.33.2.79,173.255.194.134,72.14.185.43,45.33.18.44,45.33.30.197,72.14.178.174,45.33.20.235	https	200	ac.robat.com	0.00	0.22	Unknown	nginx	server banner unavailable; page title unavailable
Apple	ciloud.com	LOW_MATCH	1	icloud.com	www.icloud.com	103.224.182.243	https	200	ww16.ciloud.com	0.19	0.22	Unknown	Parking/1.0	redirects to ww16.ciloud.com
Apple	iclovd.com	LOW_MATCH	1	icloud.com	www.icloud.com	177.211.217.222	https	403	iclovd.com	0.00	0.22	Unknown	openresty	page title unavailable
Microsoft	opffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	103.224.182.213	https	200	ww38.opffice.com	0.22	0.22	Unknown	Caddy	redirects to ww38.opffice.com
Adobe	aclobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	212.104.128.0,212.104.128.3,212.104.128.2,212.104.128.1	https	404	aclobe.com	0.00	0.21	Unknown	cloudflare	server banner unavailable; page title unavailable
Adobe	adobey.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	103.224.182.216	https	200	ww38.adobey.com	0.21	0.21	Unknown	Caddy	server banner unavailable; redirects to ww38.adobey.com
Apple	aapple.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.67.167.64,104.21.16.106,2606:4700:3034::6815:106a,2606:4700:3033::ac43:a740	https	200	aapple.com	0.25	0.21	Unknown	cloudflare	
Apple	aopple.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.98.192.43	https	200	aopple.com	0.25	0.21	Unknown	Cowboy	
Apple	aplple.com	LOW_MATCH	1	icloud.com	www.icloud.com	69.162.80.57	https	200	aplple.com	0.25	0.21	Unknown	Cowboy	
Apple	apploe.com	LOW_MATCH	1	icloud.com	www.icloud.com	192.157.56.141	https	200	apploe.com	0.25	0.21	Unknown	Cowboy	
Apple	appoe.com	LOW_MATCH	1	icloud.com	www.icloud.com	192.157.56.142	https	200	appoe.com	0.25	0.21	Unknown	Cowboy	
Apple	appple.com	LOW_MATCH	1	icloud.com	www.icloud.com	69.162.80.61	https	200	appple.com	0.25	0.21	Unknown	Cowboy	
Apple	icliud.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.98.192.44	https	200	icliud.com	0.25	0.21	Unknown	Cowboy	
Apple	iclo9ud.com	LOW_MATCH	1	icloud.com	www.icloud.com	216.245.213.78	https	200	iclo9ud.com	0.25	0.21	Unknown	Cowboy	
Apple	iclood.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.98.192.43	https	200	iclood.com	0.25	0.21	Unknown	Cowboy	
Apple	icloud4.com	LOW_MATCH	1	icloud.com	www.icloud.com	198.49.23.145,198.185.159.144,198.185.159.145,198.49.23.144	https	200	icloud4.com	0.00	0.21	Unknown	Squarespace	
Apple	icloyd.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.98.192.101	https	200	icloyd.com	0.25	0.21	Unknown	Cowboy	
Apple	spple.com	LOW_MATCH	1	icloud.com	www.icloud.com	23.92.212.165	https	200	spple.com	0.25	0.21	Unknown	Cowboy	
Jira	jiera.com	LOW_MATCH	1	jira.com	www.atlassian.com	212.114.120.218,2001:7b8:62b:1:0:d4ff:fe72:78da	https	403	jiera.com	0.15	0.21	Unknown	nginx/1.30.2	
Jira	jiraa.com	LOW_MATCH	1	jira.com	www.atlassian.com	172.104.48.69,2400:8901::2000:57ff:fed7:b1f3	https	200	jiraa.com	0.13	0.20	Unknown	nginx/1.26.3	
Jira	jiri.com	LOW_MATCH	1	jira.com	www.atlassian.com	86.105.245.69	https	200	www.jiri.com	0.07	0.20	Unknown	openresty/1.21.4.1	redirects to www.jiri.com
Adobe	acrobatz.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	52.20.84.62	https	403	www.atom.com	0.19	0.19	Unknown	cloudflare	server banner unavailable; redirects to www.atom.com
Adobe	arcobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	52.20.84.62	https	403	www.atom.com	0.19	0.19	Unknown	cloudflare	server banner unavailable; redirects to www.atom.com
Adobe	zacrobat.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	162.241.216.152	https	200	zacrobat.com	0.00	0.19	Unknown	nginx/1.29.8	server banner unavailable; page title unavailable
Atlassian	at-lassian.com	LOW_MATCH	1	atlassian.com	www.atlassian.com	198.185.159.144	https	200	at-lassian.com	0.15	0.19	Unknown	Squarespace	
Atlassian	atlasian.com	LOW_MATCH	1	atlassian.com	www.atlassian.com	172.67.206.194,104.21.69.91,2606:4700:3036::6815:455b,2606:4700:3034::ac43:cec2	https	200	atlasian.com	0.10	0.19	Unknown	cloudflare	
Atlassian	atlassaian.com	LOW_MATCH	1	atlassian.com	www.atlassian.com	198.49.23.144,198.49.23.145,198.185.159.144,198.185.159.145	https	200	atlassaian.com	0.15	0.19	Unknown	Squarespace	
Jira	hira.com	LOW_MATCH	1	jira.com	www.atlassian.com	3.23.75.156	https	200	hira.com	0.19	0.19	Unknown	Microsoft-IIS/10.0	
Jira	jiracom.com	LOW_MATCH	1	jira.com	www.atlassian.com	173.236.247.109	https	200	www.jiracom.com	0.23	0.19	Unknown	Apache	redirects to www.jiracom.com
Jira	jirad.com	LOW_MATCH	1	jira.com	www.atlassian.com	86.105.245.69	https	200	www.jirad.com	0.10	0.19	Unknown	openresty/1.21.4.1	redirects to www.jirad.com
Jira	jiram.com	LOW_MATCH	1	jira.com	www.atlassian.com	86.105.245.69	https	200	www.jiram.com	0.10	0.19	Unknown	openresty/1.21.4.1	redirects to www.jiram.com
Jira	jirda.com	LOW_MATCH	1	jira.com	www.atlassian.com	86.105.245.69	https	200	www.jirda.com	0.10	0.19	Unknown	openresty/1.21.4.1	redirects to www.jirda.com
Jira	jirta.com	LOW_MATCH	1	jira.com	www.atlassian.com	86.105.245.69	https	200	www.jirta.com	0.10	0.19	Unknown	openresty/1.21.4.1	redirects to www.jirta.com
Jira	jra.com	LOW_MATCH	1	jira.com	www.atlassian.com	91.193.42.14	https	200	jra.com	0.06	0.19	Unknown	LiteSpeed	
Microsoft	micposoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	172.86.75.134	https	200	micposoft.com	0.00	0.19	Unknown	Apache	page title unavailable
Shopify	shopfiy.com	LOW_MATCH	1	shopify.com	www.shopify.com	96.126.111.165,45.33.83.100,45.79.167.180,66.175.209.179,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:4d4f	https	200	shopfiy.com	0.22	0.19	Unknown	openresty/1.29.2.5	
Shopify	shopfy.com	LOW_MATCH	1	shopify.com	www.shopify.com	45.79.167.180,66.175.209.179,96.126.111.165,45.33.83.100,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:feed:4d4f	https	200	shopfy.com	0.22	0.19	Unknown	openresty/1.29.2.5	
Shopify	shopifyv.com	LOW_MATCH	1	shopify.com	www.shopify.com	74.208.173.23	https	200	shopifyv.com	0.19	0.19	Unknown	nginx/1.24.0 (Ubuntu)	
Apple	apppe.com	LOW_MATCH	1	icloud.com	www.icloud.com	34.150.118.202	https	200	apppe.com	0.21	0.18	Unknown	nginx	
Microsoft	m8icrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	m9icrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.36,207.207.210.23,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	mi8crosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.36,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	mi9crosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	mic4rosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.36,207.207.210.23	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	mic5osoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.50,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	mic5rosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.36,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	micr0osoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	micr4osoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.36,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	micr5osoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.36,207.207.210.23	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	micrkosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.36,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	microksoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.50,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	micros0oft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.50,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	micros9oft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.50,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	microso0ft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	microso9ft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	microsokft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.36,207.207.210.50,207.207.210.23	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	microsxoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	microxsoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	mijcrosoft.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.50,207.207.210.23,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	offidce.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.36,207.207.210.50,207.207.210.23	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	offjce.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.36,207.207.210.23,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	oftfice.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.50,207.207.210.36	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	okffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.36,207.207.210.23,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	otffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.23,207.207.210.36,207.207.210.50	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Microsoft	otfice.com	LOW_MATCH	1	outlook.com	outlook.live.com	207.207.210.36,207.207.210.50,207.207.210.23	https	200	choto.click	0.33	0.18	Unknown	nginx	redirects to choto.click
Shopify	ahopify.com	LOW_MATCH	1	shopify.com	www.shopify.com	15.197.225.128,3.33.251.168	https	503	startyourstore.net	0.11	0.18	Unknown	Apache	redirects to startyourstore.net
Shopify	sgopify.com	LOW_MATCH	1	shopify.com	www.shopify.com	15.197.225.128,3.33.251.168	https	503	startyourstore.net	0.11	0.18	Unknown	Apache	redirects to startyourstore.net
Shopify	shopiify.com	LOW_MATCH	1	shopify.com	www.shopify.com	103.224.182.244	https	200	ww38.shopiify.com	0.18	0.18	Unknown	Caddy	redirects to ww38.shopiify.com
Shopify	sjopify.com	LOW_MATCH	1	shopify.com	www.shopify.com	103.224.182.244	https	200	ww38.sjopify.com	0.18	0.18	Unknown	Caddy	redirects to ww38.sjopify.com
Adobe	adobo.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	64.190.63.111	https	200	adobo.com	0.17	0.17	Unknown	Parking/1.0	server banner unavailable
Adobe	adone.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	95.211.70.220	https	403	adone.com	0.20	0.17	Unknown	Microsoft-IIS/10.0	server banner unavailable
Adobe	odobe.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	66.175.209.179,96.126.111.165,45.33.83.100,45.79.167.180,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:cf2a	https	200	odobe.com	0.27	0.17	Unknown	openresty/1.29.2.5	server banner unavailable
Microsoft	ffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	15.197.225.128,3.33.251.168	https	200	frontpage.systeme.io	0.00	0.17	Unknown	nginx	redirects to frontpage.systeme.io; page title unavailable
Microsoft	luive.com	LOW_MATCH	1	outlook.com	outlook.live.com	172.105.69.233	https	200	luive.com	0.17	0.17	Unknown	Apache/2.4.58 (Ubuntu)	
Adobe	adobev.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	94.73.150.7	https	200	adobev.com	0.20	0.16	Unknown	LiteSpeed	server banner unavailable
Apple	ampple.com	LOW_MATCH	1	icloud.com	www.icloud.com	52.20.84.62	https	403	www.atom.com	0.09	0.16	Unknown	cloudflare	redirects to www.atom.com
Apple	appme.com	LOW_MATCH	1	icloud.com	www.icloud.com	52.20.84.62	https	403	www.atom.com	0.09	0.16	Unknown	cloudflare	redirects to www.atom.com
Apple	icloudn.com	LOW_MATCH	1	icloud.com	www.icloud.com	172.67.185.191,104.21.19.101,2606:4700:3037::ac43:b9bf,2606:4700:3036::6815:1365	https	403	icloudn.com	0.09	0.16	Unknown	cloudflare	
Apple	ypple.com	LOW_MATCH	1	icloud.com	www.icloud.com	52.20.84.62	https	403	domains.atom.com	0.09	0.16	Unknown	cloudflare	redirects to domains.atom.com
Coinbase	xn--conbse-sta7g.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	198.49.23.145,198.49.23.144,198.185.159.144,198.185.159.145	https	200	xn--conbse-sta7g.com	0.36	0.16	Unknown	Squarespace	
Microsoft	xn--mcrosoftonlne-wibk.com	LOW_MATCH	1	outlook.com	outlook.live.com	183.89.247.78	https	404	xn--mcrosoftonlne-wibk.com	0.00	0.16	Unknown	Hidden	server banner unavailable; page title unavailable
Adobe	adoben.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	216.198.79.1,64.29.17.1	https	200	adoben.com	0.15	0.15	Unknown	Vercel	server banner unavailable
Apple	azpple.com	LOW_MATCH	1	icloud.com	www.icloud.com	98.84.224.111,18.208.88.157,2600:1f18:16e:df01::259,2600:1f18:16e:df01::258	https	200	azpple.com	0.08	0.14	Unknown	Netlify	
Atlassian	atlssian.com	LOW_MATCH	1	atlassian.com	www.atlassian.com	172.234.25.42,172.232.24.161,172.232.24.235	https	200	atlssian.com	0.14	0.14	Unknown	openresty	
Microsoft	lffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	173.239.8.164,173.239.5.6,74.206.228.78	https	200	lffice.com	0.14	0.14	Unknown	nginx/1.20.1	
Microsoft	oiffice.com	LOW_MATCH	1	outlook.com	outlook.live.com	173.239.5.6,173.239.8.164,74.206.228.78	https	200	oiffice.com	0.14	0.14	Unknown	nginx/1.20.1	
Zendesk	gendesk.com	LOW_MATCH	1	zendesk.com	www.zendesk.com	66.175.209.179,45.79.167.180,45.33.83.100,96.126.111.165,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:fe00:29ca,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a	https	200	gendesk.com	0.17	0.14	Unknown	openresty/1.29.2.5	
Zendesk	zendask.com	LOW_MATCH	1	zendesk.com	www.zendesk.com	45.79.167.180,45.33.83.100,96.126.111.165,66.175.209.179,2600:3c03::f03c:95ff:fe91:5d52,2600:3c03::f03c:95ff:feed:4d4f,2600:3c03::f03c:95ff:feed:cf2a,2600:3c03::f03c:95ff:fe00:29ca	https	200	zendask.com	0.17	0.14	Unknown	openresty/1.29.2.5	
Adobe	adobel.com	LOW_MATCH	1	acrobat.com	acrobat.adobe.com	23.92.212.163	https	200	findakey.net	0.16	0.13	Unknown	cloudflare	server banner unavailable; redirects to findakey.net
Coinbase	coin-base.com	LOW_MATCH	1	coinbase.com	www.coinbase.com	34.44.95.9	https	404	coin-base.com	0.22	0.13	Unknown	nginx	
Jira	jiru.com	LOW_MATCH	1	jira.com	www.atlassian.com	59.106.27.162	https	200	jiru.com	0.26	0.13	Unknown	nginx	
Microsoft	liva.com	LOW_MATCH	1	outlook.com	outlook.live.com	162.19.21.174	https	200	liva.com	0.13	0.13	Unknown	Apache	
Microsoft	offic.com	LOW_MATCH	1	outlook.com	outlook.live.com	45.56.79.23,198.58.118.167,45.33.23.183,96.126.123.244,45.79.19.196,45.33.2.79,173.255.194.134,72.14.185.43,45.33.18.44,45.33.30.197,72.14.178.174,45.33.20.235	https	200	offic.com	0.00	0.13	Unknown	nginx	page title unavailable
Microsoft	oive.com	LOW_MATCH	1	outlook.com	outlook.live.com	45.56.79.23,198.58.118.167,45.33.23.183,96.126.123.244,45.79.19.196,45.33.2.79,173.255.194.134,72.14.185.43,45.33.18.44,45.33.30.197,72.14.178.174,45.33.20.235	https	200	oive.com	0.00	0.13	Unknown	nginx	page title unavailable
